song,performer,date,chart_position,previous_position,peak,weeks_on_chart,hitTF
Camelot,NLE Choppa,2020-02-15,99,0,0,0,1
ORANGE SODA,Baby Keem,2020-02-15,100,0,0,0,1
The Box,Roddy Ricch,2020-02-08,1,0,0,0,1
Life Is Good,Future Featuring Drake,2020-02-08,2,0,0,0,1
Circles,Post Malone,2020-02-08,3,0,0,0,1
Memories,Maroon 5,2020-02-08,4,0,0,0,1
Someone You Loved,Lewis Capaldi,2020-02-08,5,0,0,0,1
"10,000 Hours",Dan + Shay & Justin Bieber,2020-02-08,6,0,0,0,1
Dance Monkey,Tones And I,2020-02-08,7,0,0,0,1
Roxanne,Arizona Zervas,2020-02-08,8,0,0,0,1
Don't Start Now,Dua Lipa,2020-02-08,9,0,0,0,1
Everything I Wanted,Billie Eilish,2020-02-08,10,0,0,0,1
Lose You To Love Me,Selena Gomez,2020-02-08,11,0,0,0,1
Godzilla,Eminem Featuring Juice WRLD,2020-02-08,12,0,0,0,1
Good As Hell,Lizzo,2020-02-08,13,0,0,0,1
BOP,DaBaby,2020-02-08,14,0,0,0,1
Yummy,Justin Bieber,2020-02-08,15,0,0,0,1
Ballin',Mustard & Roddy Ricch,2020-02-08,16,0,0,0,1
Bad Guy,Billie Eilish,2020-02-08,17,0,0,0,1
Blinding Lights,The Weeknd,2020-02-08,18,0,0,0,1
Heartless,The Weeknd,2020-02-08,19,0,0,0,1
HIGHEST IN THE ROOM,Travis Scott,2020-02-08,20,0,0,0,1
The Bones,Maren Morris,2020-02-08,21,0,0,0,1
High Fashion,Roddy Ricch Featuring Mustard,2020-02-08,22,0,0,0,1
Hot Girl Bummer,blackbear,2020-02-08,23,0,0,0,1
No Guidance,Chris Brown Featuring Drake,2020-02-08,24,0,0,0,1
Woah,Lil Baby,2020-02-08,25,0,0,0,1
Senorita,Shawn Mendes & Camila Cabello,2020-02-08,26,0,0,0,1
Trampoline,SHAED,2020-02-08,27,0,0,0,1
You Should Be Sad,Halsey,2020-02-08,28,0,0,0,1
Adore You,Harry Styles,2020-02-08,29,0,0,0,1
What A Man Gotta Do,Jonas Brothers,2020-02-08,30,0,0,0,1
B.I.T.C.H.,Megan Thee Stallion,2020-02-08,31,0,0,0,1
Truth Hurts,Lizzo,2020-02-08,32,0,0,0,1
Falling,Trevor Daniel,2020-02-08,33,0,0,0,1
Anyone,Demi Lovato,2020-02-08,34,0,0,0,1
My Oh My,Camila Cabello Featuring DaBaby,2020-02-08,35,0,0,0,1
Suicidal,YNW Melly & Juice WRLD,2020-02-08,36,0,0,0,1
Only Human,Jonas Brothers,2020-02-08,37,0,0,0,1
Sum 2 Prove,Lil Baby,2020-02-08,38,0,0,0,1
Sucker,Jonas Brothers,2020-02-08,39,0,0,0,1
One Man Band,Old Dominion,2020-02-08,40,0,0,0,1
Even Though I'm Leaving,Luke Combs,2020-02-08,41,0,0,0,1
Heartache Medication,Jon Pardi,2020-02-08,42,0,0,0,1
Nobody But You,Blake Shelton Duet With Gwen Stefani,2020-02-08,43,0,0,0,1
I Don't Care,Ed Sheeran & Justin Bieber,2020-02-08,44,0,0,0,1
Hot,Young Thug Featuring Gunna,2020-02-08,45,0,0,0,1
Kinfolks,Sam Hunt,2020-02-08,46,0,0,0,1
Bandit,Juice WRLD & YoungBoy Never Broke Again,2020-02-08,47,0,0,0,1
Juicy,Doja Cat & Tyga,2020-02-08,48,0,0,0,1
Panini,Lil Nas X,2020-02-08,49,0,0,0,1
South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B,2020-02-08,50,0,0,0,1
Tusa,Karol G & Nicki Minaj,2020-02-08,51,0,0,0,1
Homesick,Kane Brown,2020-02-08,52,0,0,0,1
RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,2020-02-08,53,0,0,0,1
Good News,Mac Miller,2020-02-08,54,0,0,0,1
P*$$y Fairy (OTW),Jhene Aiko,2020-02-08,55,0,0,0,1
I Hope,Gabby Barrett Featuring Charlie Puth,2020-02-08,56,0,0,0,1
Slide,H.E.R. Featuring YG,2020-02-08,57,0,0,0,1
TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,2020-02-08,58,0,0,0,1
Heart On Ice,Rod Wave,2020-02-08,59,0,0,0,1
Futsal Shuffle 2020,Lil Uzi Vert,2020-02-08,60,0,0,0,1
VIBEZ,DaBaby,2020-02-08,61,0,0,0,1
BEST ON EARTH,Russ & BIA,2020-02-08,62,0,0,0,1
Out West,JACKBOYS Featuring Young Thug,2020-02-08,63,0,0,0,1
Graveyard,Halsey,2020-02-08,64,0,0,0,1
What She Wants Tonight,Luke Bryan,2020-02-08,65,0,0,0,1
No Idea,Don Toliver,2020-02-08,66,0,0,0,1
Ridin' Roads,Dustin Lynch,2020-02-08,67,0,0,0,1
More Hearts Than Mine,Ingrid Andress,2020-02-08,68,0,0,0,1
SUGAR,BrockHampton,2020-02-08,69,0,0,0,1
I Wish Grandpas Never Died,Riley Green,2020-02-08,70,0,0,0,1
Start Wit Me,Roddy Ricch & Gunna,2020-02-08,71,0,0,0,1
Make Me Want To,Jimmie Allen,2020-02-08,72,0,0,0,1
Say So,Doja Cat Featuring Nicki Minaj,2020-02-08,73,0,0,0,1
We Back,Jason Aldean,2020-02-08,74,0,0,0,1
I Hope You're Happy Now,Carly Pearce & Lee Brice,2020-02-08,75,0,0,0,1
homecoming queen?,Kelsea Ballerini,2020-02-08,76,0,0,0,1
U Played,MoneyBagg Yo Featuring Lil Baby,2020-02-08,77,0,0,0,1
Blue World,Mac Miller,2020-02-08,78,0,0,0,1
Make No Sense,YoungBoy Never Broke Again,2020-02-08,79,0,0,0,1
Letter To Nipsey,Meek Mill Featuring Roddy Ricch,2020-02-08,80,0,0,0,1
Jerry Sprunger,Tory Lanez & T-Pain,2020-02-08,81,0,0,0,1
Chasin' You,Morgan Wallen,2020-02-08,82,0,0,0,1
Rare,Selena Gomez,2020-02-08,83,0,0,0,1
Slow Dance In A Parking Lot,Jordan Davis,2020-02-08,84,0,0,0,1
Before You Go,Lewis Capaldi,2020-02-08,85,0,0,0,1
Those Kinda Nights,Eminem Featuring Ed Sheeran,2020-02-08,86,0,0,0,1
Vete,Bad Bunny,2020-02-08,87,0,0,0,1
Homemade,Jake Owen,2020-02-08,88,0,0,0,1
Easy,DaniLeigh Featuring Chris Brown,2020-02-08,89,0,0,0,1
Come Thru,Summer Walker & Usher,2020-02-08,90,0,0,0,1
Darkness,Eminem,2020-02-08,91,0,0,0,1
Camelot,NLE Choppa,2020-02-08,92,0,0,0,1
Underdog,Alicia Keys,2020-02-08,93,0,0,0,1
First Man,Camila Cabello,2020-02-08,94,0,0,0,1
What If I Told You That I Love You,Ali Gatie,2020-02-08,95,0,0,0,1
Catch,Brett Young,2020-02-08,96,0,0,0,1
Unaccommodating,Eminem Featuring Young M.A,2020-02-08,97,0,0,0,1
July,Noah Cyrus & Leon Bridges,2020-02-08,98,0,0,0,1
You Gon' Learn,"Eminem Featuring Royce da 5'9"" & White Gold",2020-02-08,99,0,0,0,1
Dive Bar,Garth Brooks & Blake Shelton,2020-02-08,100,0,0,0,1
The Box,Roddy Ricch,2020-02-01,1,0,0,0,1
Life Is Good,Future Featuring Drake,2020-02-01,2,0,0,0,1
Godzilla,Eminem Featuring Juice WRLD,2020-02-01,3,0,0,0,1
Circles,Post Malone,2020-02-01,4,0,0,0,1
Memories,Maroon 5,2020-02-01,5,0,0,0,1
"10,000 Hours",Dan + Shay & Justin Bieber,2020-02-01,6,0,0,0,1
Dance Monkey,Tones And I,2020-02-01,7,0,0,0,1
Someone You Loved,Lewis Capaldi,2020-02-01,8,0,0,0,1
Roxanne,Arizona Zervas,2020-02-01,9,0,0,0,1
Lose You To Love Me,Selena Gomez,2020-02-01,10,0,0,0,1
Yummy,Justin Bieber,2020-02-01,11,0,0,0,1
Good As Hell,Lizzo,2020-02-01,12,0,0,0,1
BOP,DaBaby,2020-02-01,13,0,0,0,1
Ballin',Mustard & Roddy Ricch,2020-02-01,14,0,0,0,1
Don't Start Now,Dua Lipa,2020-02-01,15,0,0,0,1
What A Man Gotta Do,Jonas Brothers,2020-02-01,16,0,0,0,1
HIGHEST IN THE ROOM,Travis Scott,2020-02-01,17,0,0,0,1
Good News,Mac Miller,2020-02-01,18,0,0,0,1
Heartless,The Weeknd,2020-02-01,19,0,0,0,1
High Fashion,Roddy Ricch Featuring Mustard,2020-02-01,20,0,0,0,1
Blinding Lights,The Weeknd,2020-02-01,21,0,0,0,1
The Bones,Maren Morris,2020-02-01,22,0,0,0,1
Everything I Wanted,Billie Eilish,2020-02-01,23,0,0,0,1
Trampoline,SHAED,2020-02-01,24,0,0,0,1
No Guidance,Chris Brown Featuring Drake,2020-02-01,25,0,0,0,1
You Should Be Sad,Halsey,2020-02-01,26,0,0,0,1
Hot Girl Bummer,blackbear,2020-02-01,27,0,0,0,1
Darkness,Eminem,2020-02-01,28,0,0,0,1
Woah,Lil Baby,2020-02-01,29,0,0,0,1
Senorita,Shawn Mendes & Camila Cabello,2020-02-01,30,0,0,0,1
Those Kinda Nights,Eminem Featuring Ed Sheeran,2020-02-01,31,0,0,0,1
Adore You,Harry Styles,2020-02-01,32,0,0,0,1
Sum 2 Prove,Lil Baby,2020-02-01,33,0,0,0,1
Suicidal,YNW Melly & Juice WRLD,2020-02-01,34,0,0,0,1
Only Human,Jonas Brothers,2020-02-01,35,0,0,0,1
Unaccommodating,Eminem Featuring Young M.A,2020-02-01,36,0,0,0,1
Falling,Trevor Daniel,2020-02-01,37,0,0,0,1
Blue World,Mac Miller,2020-02-01,38,0,0,0,1
Panini,Lil Nas X,2020-02-01,39,0,0,0,1
My Oh My,Camila Cabello Featuring DaBaby,2020-02-01,40,0,0,0,1
Bad Guy,Billie Eilish,2020-02-01,41,0,0,0,1
Hot,Young Thug Featuring Gunna,2020-02-01,42,0,0,0,1
Truth Hurts,Lizzo,2020-02-01,43,0,0,0,1
I Don't Care,Ed Sheeran & Justin Bieber,2020-02-01,44,0,0,0,1
Even Though I'm Leaving,Luke Combs,2020-02-01,45,0,0,0,1
One Man Band,Old Dominion,2020-02-01,46,0,0,0,1
Bandit,Juice WRLD & YoungBoy Never Broke Again,2020-02-01,47,0,0,0,1
Circles,Mac Miller,2020-02-01,48,0,0,0,1
Sucker,Jonas Brothers,2020-02-01,49,0,0,0,1
Juicy,Doja Cat & Tyga,2020-02-01,50,0,0,0,1
Heartache Medication,Jon Pardi,2020-02-01,51,0,0,0,1
You Gon' Learn,"Eminem Featuring Royce da 5'9"" & White Gold",2020-02-01,52,0,0,0,1
Kinfolks,Sam Hunt,2020-02-01,53,0,0,0,1
Graveyard,Halsey,2020-02-01,54,0,0,0,1
Tusa,Karol G & Nicki Minaj,2020-02-01,55,0,0,0,1
South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B,2020-02-01,56,0,0,0,1
Black Swan,BTS,2020-02-01,57,0,0,0,1
P*$$y Fairy (OTW),Jhene Aiko,2020-02-01,58,0,0,0,1
Futsal Shuffle 2020,Lil Uzi Vert,2020-02-01,59,0,0,0,1
Ridin' Roads,Dustin Lynch,2020-02-01,60,0,0,0,1
Leaving Heaven,Eminem Featuring Skylar Grey,2020-02-01,61,0,0,0,1
RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,2020-02-01,62,0,0,0,1
Complicated,Mac Miller,2020-02-01,63,0,0,0,1
Hand Me Downs,Mac Miller,2020-02-01,64,0,0,0,1
TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,2020-02-01,65,0,0,0,1
Homesick,Kane Brown,2020-02-01,66,0,0,0,1
Premonition (Intro),Eminem,2020-02-01,67,0,0,0,1
I Can See,Mac Miller,2020-02-01,68,0,0,0,1
VIBEZ,DaBaby,2020-02-01,69,0,0,0,1
Slide,H.E.R. Featuring YG,2020-02-01,70,0,0,0,1
In Too Deep,Eminem,2020-02-01,71,0,0,0,1
Heart On Ice,Rod Wave,2020-02-01,72,0,0,0,1
I Hope,Gabby Barrett Featuring Charlie Puth,2020-02-01,73,0,0,0,1
Start Wit Me,Roddy Ricch & Gunna,2020-02-01,74,0,0,0,1
Woods,Mac Miller,2020-02-01,75,0,0,0,1
Nobody But You,Blake Shelton Duet With Gwen Stefani,2020-02-01,76,0,0,0,1
No Idea,Don Toliver,2020-02-01,77,0,0,0,1
SUGAR,BrockHampton,2020-02-01,78,0,0,0,1
BEST ON EARTH,Russ & BIA,2020-02-01,79,0,0,0,1
Everybody,Mac Miller,2020-02-01,80,0,0,0,1
Rare,Selena Gomez,2020-02-01,81,0,0,0,1
U Played,MoneyBagg Yo Featuring Lil Baby,2020-02-01,82,0,0,0,1
Marsh,Eminem,2020-02-01,83,0,0,0,1
No Regrets,Eminem Featuring Don Toliver,2020-02-01,84,0,0,0,1
Out West,JACKBOYS Featuring Young Thug,2020-02-01,85,0,0,0,1
More Hearts Than Mine,Ingrid Andress,2020-02-01,86,0,0,0,1
I Wish Grandpas Never Died,Riley Green,2020-02-01,87,0,0,0,1
Make Me Want To,Jimmie Allen,2020-02-01,88,0,0,0,1
Lock It Up,Eminem Featuring Anderson .Paak,2020-02-01,89,0,0,0,1
What She Wants Tonight,Luke Bryan,2020-02-01,90,0,0,0,1
Surf,Mac Miller,2020-02-01,91,0,0,0,1
Say So,Doja Cat Featuring Nicki Minaj,2020-02-01,92,0,0,0,1
Stepdad,Eminem,2020-02-01,93,0,0,0,1
Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,2020-02-01,94,0,0,0,1
We Back,Jason Aldean,2020-02-01,95,0,0,0,1
homecoming queen?,Kelsea Ballerini,2020-02-01,96,0,0,0,1
I Hope You're Happy Now,Carly Pearce & Lee Brice,2020-02-01,97,0,0,0,1
Make No Sense,YoungBoy Never Broke Again,2020-02-01,98,0,0,0,1
Easy,DaniLeigh Featuring Chris Brown,2020-02-01,99,0,0,0,1
That's On Me,Mac Miller,2020-02-01,100,0,0,0,1
The Box,Roddy Ricch,2020-01-25,1,0,0,0,1
Life Is Good,Future Featuring Drake,2020-01-25,2,0,0,0,1
Circles,Post Malone,2020-01-25,3,0,0,0,1
Memories,Maroon 5,2020-01-25,4,0,0,0,1
Lose You To Love Me,Selena Gomez,2020-01-25,5,0,0,0,1
Someone You Loved,Lewis Capaldi,2020-01-25,6,0,0,0,1
"10,000 Hours",Dan + Shay & Justin Bieber,2020-01-25,7,0,0,0,1
Dance Monkey,Tones And I,2020-01-25,8,0,0,0,1
Roxanne,Arizona Zervas,2020-01-25,9,0,0,0,1
Yummy,Justin Bieber,2020-01-25,10,0,0,0,1
Good As Hell,Lizzo,2020-01-25,11,0,0,0,1
BOP,DaBaby,2020-01-25,12,0,0,0,1
Ballin',Mustard & Roddy Ricch,2020-01-25,13,0,0,0,1
Don't Start Now,Dua Lipa,2020-01-25,14,0,0,0,1
HIGHEST IN THE ROOM,Travis Scott,2020-01-25,15,0,0,0,1
Sum 2 Prove,Lil Baby,2020-01-25,16,0,0,0,1
Good News,Mac Miller,2020-01-25,17,0,0,0,1
Heartless,The Weeknd,2020-01-25,18,0,0,0,1
No Guidance,Chris Brown Featuring Drake,2020-01-25,19,0,0,0,1
Trampoline,SHAED,2020-01-25,20,0,0,0,1
Woah,Lil Baby,2020-01-25,21,0,0,0,1
Everything I Wanted,Billie Eilish,2020-01-25,22,0,0,0,1
The Bones,Maren Morris,2020-01-25,23,0,0,0,1
Senorita,Shawn Mendes & Camila Cabello,2020-01-25,24,0,0,0,1
Hot Girl Bummer,blackbear,2020-01-25,25,0,0,0,1
Adore You,Harry Styles,2020-01-25,26,0,0,0,1
High Fashion,Roddy Ricch Featuring Mustard,2020-01-25,27,0,0,0,1
Panini,Lil Nas X,2020-01-25,28,0,0,0,1
You Should Be Sad,Halsey,2020-01-25,29,0,0,0,1
Rare,Selena Gomez,2020-01-25,30,0,0,0,1
Hot,Young Thug Featuring Gunna,2020-01-25,31,0,0,0,1
Blinding Lights,The Weeknd,2020-01-25,32,0,0,0,1
Truth Hurts,Lizzo,2020-01-25,33,0,0,0,1
Only Human,Jonas Brothers,2020-01-25,34,0,0,0,1
Bandit,Juice WRLD & YoungBoy Never Broke Again,2020-01-25,35,0,0,0,1
One Man Band,Old Dominion,2020-01-25,36,0,0,0,1
Even Though I'm Leaving,Luke Combs,2020-01-25,37,0,0,0,1
I Don't Care,Ed Sheeran & Justin Bieber,2020-01-25,38,0,0,0,1
Suicidal,YNW Melly & Juice WRLD,2020-01-25,39,0,0,0,1
Bad Guy,Billie Eilish,2020-01-25,40,0,0,0,1
Falling,Trevor Daniel,2020-01-25,41,0,0,0,1
Sucker,Jonas Brothers,2020-01-25,42,0,0,0,1
Futsal Shuffle 2020,Lil Uzi Vert,2020-01-25,43,0,0,0,1
My Oh My,Camila Cabello Featuring DaBaby,2020-01-25,44,0,0,0,1
Juicy,Doja Cat & Tyga,2020-01-25,45,0,0,0,1
On Chill,Wale Featuring Jeremih,2020-01-25,46,0,0,0,1
Heartache Medication,Jon Pardi,2020-01-25,47,0,0,0,1
Talk,Khalid,2020-01-25,48,0,0,0,1
What If I Never Get Over You,Lady Antebellum,2020-01-25,49,0,0,0,1
Lover,Taylor Swift,2020-01-25,50,0,0,0,1
Kinfolks,Sam Hunt,2020-01-25,51,0,0,0,1
Ridin' Roads,Dustin Lynch,2020-01-25,52,0,0,0,1
U Played,MoneyBagg Yo Featuring Lil Baby,2020-01-25,53,0,0,0,1
Playing Games,Summer Walker,2020-01-25,54,0,0,0,1
TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,2020-01-25,55,0,0,0,1
South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B,2020-01-25,56,0,0,0,1
VIBEZ,DaBaby,2020-01-25,57,0,0,0,1
Graveyard,Halsey,2020-01-25,58,0,0,0,1
Heat,Chris Brown Featuring Gunna,2020-01-25,59,0,0,0,1
Homesick,Kane Brown,2020-01-25,60,0,0,0,1
Heart On Ice,Rod Wave,2020-01-25,61,0,0,0,1
Start Wit Me,Roddy Ricch & Gunna,2020-01-25,62,0,0,0,1
No Idea,Don Toliver,2020-01-25,63,0,0,0,1
I Hope,Gabby Barrett Featuring Charlie Puth,2020-01-25,64,0,0,0,1
Out West,JACKBOYS Featuring Young Thug,2020-01-25,65,0,0,0,1
SUGAR,BrockHampton,2020-01-25,66,0,0,0,1
RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,2020-01-25,67,0,0,0,1
BEST ON EARTH,Russ & BIA,2020-01-25,68,0,0,0,1
Tusa,Karol G & Nicki Minaj,2020-01-25,69,0,0,0,1
Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,2020-01-25,70,0,0,0,1
Slide,H.E.R. Featuring YG,2020-01-25,71,0,0,0,1
We Back,Jason Aldean,2020-01-25,72,0,0,0,1
What She Wants Tonight,Luke Bryan,2020-01-25,73,0,0,0,1
Make Me Want To,Jimmie Allen,2020-01-25,74,0,0,0,1
I Wish Grandpas Never Died,Riley Green,2020-01-25,75,0,0,0,1
More Hearts Than Mine,Ingrid Andress,2020-01-25,76,0,0,0,1
Say So,Doja Cat Featuring Nicki Minaj,2020-01-25,77,0,0,0,1
Camelot,NLE Choppa,2020-01-25,78,0,0,0,1
Make No Sense,YoungBoy Never Broke Again,2020-01-25,79,0,0,0,1
Remember You Young,Thomas Rhett,2020-01-25,80,0,0,0,1
Easy,DaniLeigh Featuring Chris Brown,2020-01-25,81,0,0,0,1
Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie,2020-01-25,82,0,0,0,1
Eleven,Khalid,2020-01-25,83,0,0,0,1
All Dat,Moneybagg Yo X Megan Thee Stallion,2020-01-25,84,0,0,0,1
Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",2020-01-25,85,0,0,0,1
Conversations In The Dark,John Legend,2020-01-25,86,0,0,0,1
I Hope You're Happy Now,Carly Pearce & Lee Brice,2020-01-25,87,0,0,0,1
Jerry Sprunger,Tory Lanez & T-Pain,2020-01-25,88,0,0,0,1
Protect da Brand,Moneybagg Yo Featuring DaBaby,2020-01-25,89,0,0,0,1
Into The Unknown,Idina Menzel & AURORA,2020-01-25,90,0,0,0,1
Vete,Bad Bunny,2020-01-25,91,0,0,0,1
Look At Her Now.,Selena Gomez,2020-01-25,92,0,0,0,1
homecoming queen?,Kelsea Ballerini,2020-01-25,93,0,0,0,1
Watermelon Sugar,Harry Styles,2020-01-25,94,0,0,0,1
Nice To Meet Ya,Niall Horan,2020-01-25,95,0,0,0,1
July,Noah Cyrus & Leon Bridges,2020-01-25,96,0,0,0,1
Peta,Roddy Ricch Featuring Meek Mill,2020-01-25,97,0,0,0,1
223's,YNW Melly & 9lokknine,2020-01-25,98,0,0,0,1
Slow Dance In A Parking Lot,Jordan Davis,2020-01-25,99,0,0,0,1
All I Want,Olivia Rodrigo,2020-01-25,100,0,0,0,1
The Box,Roddy Ricch,2020-01-18,1,0,0,0,1
Yummy,Justin Bieber,2020-01-18,2,0,0,0,1
Circles,Post Malone,2020-01-18,3,0,0,0,1
Memories,Maroon 5,2020-01-18,4,0,0,0,1
"10,000 Hours",Dan + Shay & Justin Bieber,2020-01-18,5,0,0,0,1
Someone You Loved,Lewis Capaldi,2020-01-18,6,0,0,0,1
Dance Monkey,Tones And I,2020-01-18,7,0,0,0,1
Good As Hell,Lizzo,2020-01-18,8,0,0,0,1
Roxanne,Arizona Zervas,2020-01-18,9,0,0,0,1
Lose You To Love Me,Selena Gomez,2020-01-18,10,0,0,0,1
Ballin',Mustard & Roddy Ricch,2020-01-18,11,0,0,0,1
BOP,DaBaby,2020-01-18,12,0,0,0,1
HIGHEST IN THE ROOM,Travis Scott,2020-01-18,13,0,0,0,1
Don't Start Now,Dua Lipa,2020-01-18,14,0,0,0,1
No Guidance,Chris Brown Featuring Drake,2020-01-18,15,0,0,0,1
Trampoline,SHAED,2020-01-18,16,0,0,0,1
Heartless,The Weeknd,2020-01-18,17,0,0,0,1
Senorita,Shawn Mendes & Camila Cabello,2020-01-18,18,0,0,0,1
Everything I Wanted,Billie Eilish,2020-01-18,19,0,0,0,1
Truth Hurts,Lizzo,2020-01-18,20,0,0,0,1
Hot,Young Thug Featuring Gunna,2020-01-18,21,0,0,0,1
Woah,Lil Baby,2020-01-18,22,0,0,0,1
Panini,Lil Nas X,2020-01-18,23,0,0,0,1
Adore You,Harry Styles,2020-01-18,24,0,0,0,1
Only Human,Jonas Brothers,2020-01-18,25,0,0,0,1
The Bones,Maren Morris,2020-01-18,26,0,0,0,1
One Man Band,Old Dominion,2020-01-18,27,0,0,0,1
Bandit,Juice WRLD & YoungBoy Never Broke Again,2020-01-18,28,0,0,0,1
Hot Girl Bummer,blackbear,2020-01-18,29,0,0,0,1
Futsal Shuffle 2020,Lil Uzi Vert,2020-01-18,30,0,0,0,1
Even Though I'm Leaving,Luke Combs,2020-01-18,31,0,0,0,1
I Don't Care,Ed Sheeran & Justin Bieber,2020-01-18,32,0,0,0,1
Bad Guy,Billie Eilish,2020-01-18,33,0,0,0,1
Sucker,Jonas Brothers,2020-01-18,34,0,0,0,1
High Fashion,Roddy Ricch Featuring Mustard,2020-01-18,35,0,0,0,1
Lover,Taylor Swift,2020-01-18,36,0,0,0,1
On Chill,Wale Featuring Jeremih,2020-01-18,37,0,0,0,1
Falling,Trevor Daniel,2020-01-18,38,0,0,0,1
Blinding Lights,The Weeknd,2020-01-18,39,0,0,0,1
What If I Never Get Over You,Lady Antebellum,2020-01-18,40,0,0,0,1
Suicidal,YNW Melly & Juice WRLD,2020-01-18,41,0,0,0,1
Talk,Khalid,2020-01-18,42,0,0,0,1
Graveyard,Halsey,2020-01-18,43,0,0,0,1
My Oh My,Camila Cabello Featuring DaBaby,2020-01-18,44,0,0,0,1
Beautiful People,Ed Sheeran Featuring Khalid,2020-01-18,45,0,0,0,1
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2020-01-18,46,0,0,0,1
Ridin' Roads,Dustin Lynch,2020-01-18,47,0,0,0,1
Juicy,Doja Cat & Tyga,2020-01-18,48,0,0,0,1
Playing Games,Summer Walker,2020-01-18,49,0,0,0,1
Suge,DaBaby,2020-01-18,50,0,0,0,1
Heartache Medication,Jon Pardi,2020-01-18,51,0,0,0,1
Out West,JACKBOYS Featuring Young Thug,2020-01-18,52,0,0,0,1
VIBEZ,DaBaby,2020-01-18,53,0,0,0,1
Kinfolks,Sam Hunt,2020-01-18,54,0,0,0,1
Heat,Chris Brown Featuring Gunna,2020-01-18,55,0,0,0,1
Start Wit Me,Roddy Ricch & Gunna,2020-01-18,56,0,0,0,1
Into The Unknown,Idina Menzel & AURORA,2020-01-18,57,0,0,0,1
No Idea,Don Toliver,2020-01-18,58,0,0,0,1
Heart On Ice,Rod Wave,2020-01-18,59,0,0,0,1
U Played,MoneyBagg Yo Featuring Lil Baby,2020-01-18,60,0,0,0,1
South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B,2020-01-18,61,0,0,0,1
TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,2020-01-18,62,0,0,0,1
Homesick,Kane Brown,2020-01-18,63,0,0,0,1
Remember You Young,Thomas Rhett,2020-01-18,64,0,0,0,1
I Hope,Gabby Barrett Featuring Charlie Puth,2020-01-18,65,0,0,0,1
Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,2020-01-18,66,0,0,0,1
Slide,H.E.R. Featuring YG,2020-01-18,67,0,0,0,1
RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,2020-01-18,68,0,0,0,1
BEST ON EARTH,Russ & BIA,2020-01-18,69,0,0,0,1
SUGAR,BrockHampton,2020-01-18,70,0,0,0,1
GANG GANG,JACKBOYS & Sheck Wes,2020-01-18,71,0,0,0,1
Camelot,NLE Choppa,2020-01-18,72,0,0,0,1
Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",2020-01-18,73,0,0,0,1
We Back,Jason Aldean,2020-01-18,74,0,0,0,1
What She Wants Tonight,Luke Bryan,2020-01-18,75,0,0,0,1
HAD ENOUGH,Don Toliver Featuring Quavo & Offset,2020-01-18,76,0,0,0,1
Nice To Meet Ya,Niall Horan,2020-01-18,77,0,0,0,1
Make Me Want To,Jimmie Allen,2020-01-18,78,0,0,0,1
Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie,2020-01-18,79,0,0,0,1
Easy,DaniLeigh Featuring Chris Brown,2020-01-18,80,0,0,0,1
Watermelon Sugar,Harry Styles,2020-01-18,81,0,0,0,1
More Hearts Than Mine,Ingrid Andress,2020-01-18,82,0,0,0,1
I Wish Grandpas Never Died,Riley Green,2020-01-18,83,0,0,0,1
homecoming queen?,Kelsea Ballerini,2020-01-18,84,0,0,0,1
223's,YNW Melly & 9lokknine,2020-01-18,85,0,0,0,1
Peta,Roddy Ricch Featuring Meek Mill,2020-01-18,86,0,0,0,1
Tusa,Karol G & Nicki Minaj,2020-01-18,87,0,0,0,1
Jerry Sprunger,Tory Lanez & T-Pain,2020-01-18,88,0,0,0,1
Enemies,Post Malone Featuring DaBaby,2020-01-18,89,0,0,0,1
All I Want,Olivia Rodrigo,2020-01-18,90,0,0,0,1
July,Noah Cyrus & Leon Bridges,2020-01-18,91,0,0,0,1
Vete,Bad Bunny,2020-01-18,92,0,0,0,1
I Hope You're Happy Now,Carly Pearce & Lee Brice,2020-01-18,93,0,0,0,1
20/20,Lil Tjay,2020-01-18,94,0,0,0,1
Say So,Doja Cat Featuring Nicki Minaj,2020-01-18,95,0,0,0,1
Make No Sense,YoungBoy Never Broke Again,2020-01-18,96,0,0,0,1
Slow Dance In A Parking Lot,Jordan Davis,2020-01-18,97,0,0,0,1
ORANGE SODA,Baby Keem,2020-01-18,98,0,0,0,1
